spid,pid,name,season,position,position2,position3,ovr,ovr2,ovr3,pay,preferredfoot,weakfootabilitytypecode,height,weight,nation_id,thumb_path
101138449,138449,카카,ICON,cam,,,109,0,0,27,1,4,186,78,54,/playersAction/p101138449.png?rd=202607310550
101138956,138956,조르조 키엘리니,ICON,cb,,,107,0,0,25,2,3,186,76,27,/playersAction/p101138956.png?rd=202607310550
101140601,140601,네마냐 비디치,ICON,cb,,,106,0,0,25,1,3,190,84,51,/playersAction/p101140601.png?rd=202607310550
101156353,156353,루이스 에르난데스,ICON,st,,,104,0,0,24,1,3,175,69,83,/playersAction/p101156353.png?rd=202607310550
101156616,156616,프랑크 리베리,ICON,lw,,,107,0,0,26,1,5,170,72,18,/playersAction/p101156616.png?rd=202607310550
101161840,161840,페르난도 이에로,ICON,cb,,,107,0,0,25,1,3,187,84,45,/playersAction/p101161840.png?rd=202607310550
101166120,166120,안드레아스 브레메,ICON,lwb,lb,cdm,105,105,104,24,2,5,176,77,21,/playersAction/p101166120.png?rd=202607310550
101166124,166124,게오르게 하지,ICON,cam,lm,lw,107,107,107,25,2,4,172,68,39,/playersAction/p101166124.png?rd=202607310550
101166149,166149,우고 산체스,ICON,st,,,109,0,0,26,2,4,176,73,83,/playersAction/p101166149.png?rd=202607310550
101166691,166691,지쿠,ICON,cam,,,110,0,0,27,1,5,172,71,54,/playersAction/p101166691.png?rd=202607310550
101166906,166906,프랑코 바레시,ICON,cb,,,110,0,0,26,1,3,176,70,27,/playersAction/p101166906.png?rd=202607310550
101167135,167135,카를루스 아우베르투,ICON,rb,cb,,108,108,0,25,1,4,180,76,54,/playersAction/p101167135.png?rd=202607310550
101167198,167198,에릭 칸토나,ICON,cf,st,,109,109,0,27,1,4,188,89,18,/playersAction/p101167198.png?rd=202607310550
101167680,167680,로날트 쿠만,ICON,cb,,,107,0,0,25,1,3,181,82,34,/playersAction/p101167680.png?rd=202607310550
101168473,168473,베켄바워,ICON,cb,,,111,0,0,27,1,5,181,75,21,/playersAction/p101168473.png?rd=202607310550
101173731,173731,가레스 베일,ICON,lw,rw,,107,107,0,26,2,3,183,74,50,/playersAction/p101173731.png?rd=202607310550
101176676,176676,마르셀루,ICON,lb,,,108,0,0,26,2,4,174,75,54,/playersAction/p101176676.png?rd=202607310550
101177845,177845,프랑크 더부르,ICON,cb,cdm,lb,103,103,103,24,2,3,179,79,34,/playersAction/p101177845.png?rd=202607310550
101182521,182521,토니 크로스,ICON,cm,,,108,0,0,26,1,5,183,78,21,/playersAction/p101182521.png?rd=202607310550
101190042,190042,마라도나,ICON,cam,cf,,112,112,0,27,2,3,165,70,52,/playersAction/p101190042.png?rd=202607310550
101190043,190043,펠레,ICON,cf,st,,112,112,0,28,1,5,172,68,54,/playersAction/p101190043.png?rd=202607310550
101190044,190044,보비 무어,ICON,cb,,,108,0,0,25,1,3,178,72,14,/playersAction/p101190044.png?rd=202607310550
101190045,190045,요한 크루이프,ICON,cf,st,,111,109,0,28,1,5,180,71,34,/playersAction/p101190045.png?rd=202607310550
101190046,190046,소크라테스,ICON,cam,,,106,0,0,26,1,5,192,79,54,/playersAction/p101190046.png?rd=202607310550
101190048,190048,게르트 뮐러,ICON,st,,,111,0,0,28,1,5,176,74,21,/playersAction/p101190048.png?rd=202607310550
101190053,190053,페터 슈마이켈,ICON,gk,,,107,0,0,23,1,3,193,92,13,/playersAction/p101190053.png?rd=202607310550
101191189,191189,로타어 마테우스,ICON,cm,cdm,cam,111,111,110,27,1,5,174,70,21,/playersAction/p101191189.png?rd=202607310550
101191208,191208,차범근,ICON,st,cf,,108,106,0,26,1,5,179,78,167,/playersAction/p101191208.png?rd=202607310550
101191695,191695,부트라게뇨,ICON,st,,,107,0,0,25,1,5,168,68,45,/playersAction/p101191695.png?rd=202607310550
101192181,192181,마르코 반바스텐,ICON,st,cf,,111,109,0,28,1,4,188,78,34,/playersAction/p101192181.png?rd=202607310550
101192190,192190,둥가,ICON,cdm,cm,,108,108,0,26,1,4,177,75,54,/playersAction/p101192190.png?rd=202607310550
101214098,214098,프랑크 레이카르트,ICON,cdm,cm,,109,109,0,27,1,4,187,85,34,/playersAction/p101214098.png?rd=202607310550
101214100,214100,루드 굴리트,ICON,cf,cam,,110,110,0,29,1,5,191,88,34,/playersAction/p101214100.png?rd=202607310550
101214267,214267,게리 리네커,ICON,st,,,107,0,0,25,1,4,177,74,14,/playersAction/p101214267.png?rd=202607310550
101214649,214649,다보르 슈케르,ICON,st,,,104,0,0,25,2,5,183,80,10,/playersAction/p101214649.png?rd=202607310550
101215558,215558,슈테판 에펜베르크,ICON,cm,cam,,105,104,0,25,1,4,188,88,21,/playersAction/p101215558.png?rd=202607310550
101215732,215732,올리버 비어호프,ICON,st,,,104,0,0,24,1,4,191,83,21,/playersAction/p101215732.png?rd=202607310550
101221162,221162,바티스투타,ICON,st,,,109,0,0,27,1,4,185,73,52,/playersAction/p101221162.png?rd=202607310550
101222000,222000,미카엘 라우드루프,ICON,cam,lw,,106,106,0,25,1,5,183,78,13,/playersAction/p101222000.png?rd=202607310550
101222257,222257,브리안 라우드루프,ICON,cf,lw,,102,102,0,24,1,3,186,78,13,/playersAction/p101222257.png?rd=202607310550
101222481,222481,로랑 블랑,ICON,cb,,,107,0,0,25,1,3,192,77,18,/playersAction/p101222481.png?rd=202607310550
101222680,222680,카를로스 발데라마,ICON,cam,,,101,0,0,23,1,4,177,74,56,/players/p222680.png?rd=202607310550
101226764,226764,조지 베스트,ICON,rw,lw,cam,110,110,108,27,1,4,175,65,35,/playersAction/p101226764.png?rd=202607310550
101230025,230025,보비 찰턴,ICON,cam,cm,,110,110,0,27,2,5,173,72,14,/playersAction/p101230025.png?rd=202607310550
101238380,238380,레프 야신,ICON,gk,,,110,0,0,24,1,3,189,82,40,/playersAction/p101238380.png?rd=202607310550
101242519,242519,에우제비우,ICON,cf,st,,110,110,0,28,1,5,175,76,38,/playersAction/p101242519.png?rd=202607310550
101247515,247515,존 반스,ICON,lw,,,103,0,0,24,2,4,182,76,14,/playersAction/p101247515.png?rd=202607310550
101247553,247553,가린샤,ICON,rw,,,110,0,0,27,1,4,169,72,54,/playersAction/p101247553.png?rd=202607310550
101247699,247699,케니 달글리시,ICON,st,cf,,108,108,0,26,1,5,173,73,42,/playersAction/p101247699.png?rd=202607310550
101247703,247703,이언 러시,ICON,st,,,107,0,0,25,1,4,180,79,50,/playersAction/p101247703.png?rd=202607310550
101248146,248146,이언 라이트,ICON,st,,,106,0,0,25,1,4,175,73,14,/playersAction/p101248146.png?rd=202607310550
101254642,254642,페렌츠 푸스카스,ICON,cf,,,111,0,0,27,2,3,172,72,23,/playersAction/p101254642.png?rd=202607310550
101268513,268513,자이르지뉴,ICON,rw,lw,,110,110,0,27,1,4,173,74,54,/playersAction/p101268513.png?rd=202607310550
110000041,41,이니에스타,ICONTM_B,cm,cam,lw,122,122,120,42,1,5,171,68,45,/playersAction/p110000041.png?rd=202607310550
110000051,51,앨런 시어러,ICONTM_B,st,,,121,0,0,42,1,4,182,78,14,/playersAction/p110000051.png?rd=202607310550
110000240,240,로이 킨,ICONTM_B,cdm,cm,,119,118,0,40,1,3,180,76,25,/playersAction/p110000240.png?rd=202607310550
110000246,246,폴 스콜스,ICONTM_B,cm,cam,,120,120,0,41,1,4,171,71,14,/playersAction/p110000246.png?rd=202607310550
110000250,250,데이비드 베컴,ICONTM_B,rm,,,121,0,0,42,1,4,182,74,14,/playersAction/p110000250.png?rd=202607310550
110000388,388,솔 캠벨,ICONTM_B,cb,,,117,0,0,41,1,4,188,89,14,/playersAction/p110000388.png?rd=202607310550
110000488,488,올리버 칸,ICONTM_B,gk,,,121,0,0,38,1,2,188,90,21,/playersAction/p110000488.png?rd=202607310550
110000570,570,제이-제이 오코차,ICONTM_B,cam,,,116,0,0,39,1,4,173,70,133,/playersAction/p110000570.png?rd=202607310550
110001025,1025,후이 코스타,ICONTM_B,cam,,,118,0,0,40,1,4,180,74,38,/playersAction/p110001025.png?rd=202607310550
110001040,1040,호베르투 카를루스,ICONTM_B,lb,,,121,0,0,42,2,3,168,70,54,/playersAction/p110001040.png?rd=202607310550
110001041,1041,하비에르 사네티,ICONTM_B,lb,cdm,,120,120,0,41,1,4,178,74,52,/playersAction/p110001041.png?rd=202607310550
110001075,1075,델피에로,ICONTM_B,cf,cam,,120,120,0,42,1,5,174,74,27,/playersAction/p110001075.png?rd=202607310550
110001088,1088,알레산드로 네스타,ICONTM_B,cb,,,121,0,0,42,1,3,187,79,27,/playersAction/p110001088.png?rd=202607310550
110001109,1109,파올로 말디니,ICONTM_B,lb,cb,,122,122,0,42,1,5,186,77,27,/playersAction/p110001109.png?rd=202607310550
110001114,1114,로베르토 바조,ICONTM_B,cf,cam,,122,122,0,43,1,5,174,73,27,/playersAction/p110001114.png?rd=202607310550
110001116,1116,마르셀 드사이,ICONTM_B,cdm,cb,,119,119,0,41,1,3,185,81,18,/playersAction/p110001116.png?rd=202607310550
110001179,1179,잔루이지 부폰,ICONTM_B,gk,,,122,0,0,39,1,2,192,82,27,/playersAction/p110001179.png?rd=202607310550
110001183,1183,파비오 칸나바로,ICONTM_B,cb,,,121,0,0,41,1,3,176,74,27,/playersAction/p110001183.png?rd=202607310550
110001201,1201,잔프랑코 졸라,ICONTM_B,cf,,,117,0,0,40,1,5,168,67,27,/playersAction/p110001201.png?rd=202607310550
110001238,1238,프란체스코 토티,ICONTM_B,cf,st,,121,121,0,43,1,5,180,82,27,/playersAction/p110001238.png?rd=202607310550
110001256,1256,클라렌스 세이도르프,ICONTM_B,cam,cm,,119,119,0,41,1,4,176,78,34,/playersAction/p110001256.png?rd=202607310550
110001397,1397,지네딘 지단,ICONTM_B,cam,lm,cm,123,123,122,44,1,5,185,77,18,/playersAction/p110001397.png?rd=202607310550
110001419,1419,파트리크 비에이라,ICONTM_B,cdm,cm,,120,120,0,42,1,4,192,82,18,/playersAction/p110001419.png?rd=202607310550
110001605,1605,로베르 피레스,ICONTM_B,lm,lw,,117,117,0,40,1,4,187,74,18,/playersAction/p110001605.png?rd=202607310550
110001615,1615,릴리앙 튀람,ICONTM_B,rb,,,120,0,0,41,1,5,182,75,18,/playersAction/p110001615.png?rd=202607310550
110001620,1620,에마뉘엘 프티,ICONTM_B,cdm,cm,,118,118,0,40,2,3,185,79,18,/playersAction/p110001620.png?rd=202607310550
110001625,1625,티에리 앙리,ICONTM_B,st,lw,,121,121,0,42,1,5,188,83,18,/playersAction/p110001625.png?rd=202607310550
110001668,1668,클로드 마켈렐레,ICONTM_B,cdm,cm,,119,116,0,40,1,3,174,70,18,/playersAction/p110001668.png?rd=202607310550
110001845,1845,올레 군나르 솔샤르,ICONTM_B,st,,,116,0,0,40,1,5,178,74,36,/playersAction/p110001845.png?rd=202607310550
110003647,3647,미하엘 발락,ICONTM_B,cam,cm,,120,120,0,42,1,5,188,85,21,/playersAction/p110003647.png?rd=202607310550
110004000,4000,데니스 베르캄프,ICONTM_B,cf,,,121,0,0,42,1,5,183,78,34,/playersAction/p110004000.png?rd=202607310550
110004202,4202,젠나로 가투소,ICONTM_B,cdm,cm,rm,118,114,112,40,1,4,177,76,27,/playersAction/p110004202.png?rd=202607310550
110004231,4231,히바우두,ICONTM_B,cam,lw,,121,121,0,42,2,3,186,75,54,/playersAction/p110004231.png?rd=202607310550
110004833,4833,스토이치코프,ICONTM_B,rw,st,,119,119,0,41,2,4,178,73,9,/playersAction/p110004833.png?rd=202607310550
110005003,5003,카푸,ICONTM_B,rb,,,121,0,0,41,1,4,176,75,54,/playersAction/p110005003.png?rd=202607310550
110005099,5099,잔루카 잠브로타,ICONTM_B,rb,lb,,118,118,0,40,1,5,181,76,27,/playersAction/p110005099.png?rd=202607310550
110005419,5419,마이클 오언,ICONTM_B,st,,,120,0,0,41,1,4,173,70,14,/playersAction/p110005419.png?rd=202607310550
110005467,5467,제이미 캐러거,ICONTM_B,cb,,,116,0,0,40,1,3,185,83,14,/playersAction/p110005467.png?rd=202607310550
110005471,5471,프랭크 램파드,ICONTM_B,cm,cam,,120,120,0,42,1,5,184,89,14,/playersAction/p110005471.png?rd=202607310550
110005479,5479,카시야스,ICONTM_B,gk,,,121,0,0,37,2,3,185,80,45,/playersAction/p110005479.png?rd=202607310550
110005589,5589,루이스 피구,ICONTM_B,rw,rm,,121,121,0,42,1,5,180,75,38,/playersAction/p110005589.png?rd=202607310550
110005673,5673,야리 리트마넨,ICONTM_B,cam,cf,,117,117,0,40,1,5,182,78,17,/playersAction/p110005673.png?rd=202607310550
110005680,5680,클라위베르트,ICONTM_B,st,,,118,0,0,41,1,5,188,78,34,/playersAction/p110005680.png?rd=202607310550
110005984,5984,다비드 트레제게,ICONTM_B,st,,,119,0,0,41,1,5,187,75,18,/playersAction/p110005984.png?rd=202607310550
110006235,6235,파벨 네드베드,ICONTM_B,cam,lm,,120,120,0,42,1,5,177,72,12,/playersAction/p110006235.png?rd=202607310550
110006975,6975,프레디 융베리,ICONTM_B,rm,lm,,117,117,0,40,1,5,175,73,46,/playersAction/p110006975.png?rd=202607310550
110007289,7289,리오 퍼디난드,ICONTM_B,cb,,,120,0,0,42,1,3,189,87,14,/playersAction/p110007289.png?rd=202607310550
110007512,7512,에르난 크레스포,ICONTM_B,st,,,119,0,0,41,1,5,184,78,52,/playersAction/p110007512.png?rd=202607310550
110007518,7518,베론,ICONTM_B,cm,cam,lm,118,118,117,40,1,4,186,80,52,/playersAction/p110007518.png?rd=202607310550
110007763,7763,안드레아 피를로,ICONTM_B,cm,,,121,0,0,42,1,5,177,67,27,/playersAction/p110007763.png?rd=202607310550
110007826,7826,로빈 반페르시,ICONTM_B,st,,,120,0,0,42,2,5,187,71,34,/playersAction/p110007826.png?rd=202607310550
110009676,9676,사뮈엘 에토,ICONTM_B,st,lw,,121,121,0,42,1,5,179,75,103,/playersAction/p110009676.png?rd=202607310550
110010264,10264,뤼트 반니스텔로이,ICONTM_B,st,,,121,0,0,42,1,4,188,80,34,/playersAction/p110010264.png?rd=202607310550
110010535,10535,차비,ICONTM_B,cm,,,122,0,0,41,1,4,170,67,45,/playersAction/p110010535.png?rd=202607310550
110011141,11141,미로슬라프 클로제,ICONTM_B,st,,,120,0,0,42,1,4,184,84,21,/playersAction/p110011141.png?rd=202607310550
110013038,13038,카를레스 푸욜,ICONTM_B,cb,,,120,0,0,41,1,3,178,80,45,/playersAction/p110013038.png?rd=202607310550
110013128,13128,안드리 셰우첸코,ICONTM_B,st,,,121,0,0,43,1,5,183,72,49,/playersAction/p110013128.png?rd=202607310550
110013383,13383,나카타 히데토시,ICONTM_B,cam,,,114,0,0,39,1,5,175,72,163,/playersAction/p110013383.png?rd=202607310550
110013743,13743,스티븐 제라드,ICONTM_B,cam,cm,,120,120,0,42,1,5,183,83,14,/playersAction/p110013743.png?rd=202607310550
110020289,20289,야야 투레,ICONTM_B,cm,,,119,0,0,42,1,5,188,90,108,/playersAction/p110020289.png?rd=202607310550
110023174,23174,리켈메,ICONTM_B,cam,,,117,0,0,39,1,4,183,79,52,/playersAction/p110023174.png?rd=202607310550
110028130,28130,호나우지뉴,ICONTM_B,lw,cam,,122,122,0,42,1,4,180,78,54,/playersAction/p110028130.png?rd=202607310550
110031432,31432,디디에 드로그바,ICONTM_B,st,,,121,0,0,43,1,5,189,88,108,/playersAction/p110031432.png?rd=202607310550
110034079,34079,애슐리 콜,ICONTM_B,lb,,,118,0,0,39,2,3,176,66,14,/playersAction/p110034079.png?rd=202607310550
110037576,37576,호나우두,ICONTM_B,st,,,123,0,0,44,1,5,183,78,54,/playersAction/p110037576.png?rd=202607310550
110039943,39943,박지성,ICONTM_B,cam,lw,,119,119,0,41,1,5,178,73,167,/playersAction/p110039943.png?rd=202607310550
110041236,41236,즐라탄,ICONTM_B,st,,,121,0,0,43,1,5,195,84,46,/playersAction/p110041236.png?rd=202607310550
110045197,45197,샤비 알론소,ICONTM_B,cm,cdm,,120,120,0,41,1,4,183,77,45,/playersAction/p110045197.png?rd=202607310550
110045661,45661,라울,ICONTM_B,cf,st,,120,120,0,41,2,4,180,68,45,/playersAction/p110045661.png?rd=202607310550
110045674,45674,마이클 에시앙,ICONTM_B,cdm,cm,,118,117,0,40,1,4,177,80,117,/playersAction/p110045674.png?rd=202607310550
110048940,48940,페트르 체흐,ICONTM_B,gk,,,119,0,0,37,2,3,196,90,12,/playersAction/p110048940.png?rd=202607310550
110049369,49369,페르난도 토레스,ICONTM_B,st,,,119,0,0,42,1,5,186,78,45,/playersAction/p110049369.png?rd=202607310550
110051539,51539,에드윈 반데르사르,ICONTM_B,gk,,,118,0,0,37,1,3,197,83,34,/playersAction/p110051539.png?rd=202607310550
110052241,52241,헨릭 라르손,ICONTM_B,st,,,118,0,0,40,1,5,178,76,46,/playersAction/p110052241.png?rd=202607310550
110054050,54050,웨인 루니,ICONTM_B,st,cf,cam,121,121,121,42,1,5,176,82,14,/playersAction/p110054050.png?rd=202607310550
110121939,121939,필립 람,ICONTM_B,rb,,,120,0,0,41,1,5,170,65,21,/playersAction/p110121939.png?rd=202607310550
110121944,121944,슈바인슈타이거,ICONTM_B,cm,cdm,,119,119,0,40,1,4,183,79,21,/playersAction/p110121944.png?rd=202607310550
110138449,138449,카카,ICONTM_B,cam,,,121,0,0,43,1,5,186,78,54,/playersAction/p110138449.png?rd=202607310550
110138956,138956,조르조 키엘리니,ICONTM_B,cb,,,119,0,0,41,2,3,187,86,27,/playersAction/p110138956.png?rd=202607310550
110140601,140601,네마냐 비디치,ICONTM_B,cb,,,119,0,0,41,1,3,190,84,51,/playersAction/p110140601.png?rd=202607310550
110156353,156353,루이스 에르난데스,ICONTM_B,st,,,116,0,0,39,1,3,175,69,83,/playersAction/p110156353.png?rd=202607310550
110156616,156616,프랑크 리베리,ICONTM_B,lw,,,119,0,0,41,1,5,170,72,18,/playersAction/p110156616.png?rd=202607310550
110161840,161840,페르난도 이에로,ICONTM_B,cb,,,119,0,0,40,1,3,187,84,45,/playersAction/p110161840.png?rd=202607310550
110166124,166124,게오르게 하지,ICONTM_B,cam,lm,,119,119,0,41,2,5,172,68,39,/playersAction/p110166124.png?rd=202607310550
110166149,166149,우고 산체스,ICONTM_B,st,,,121,0,0,42,2,5,176,73,83,/playersAction/p110166149.png?rd=202607310550
110166691,166691,지쿠,ICONTM_B,cam,,,122,0,0,42,1,5,172,71,54,/playersAction/p110166691.png?rd=202607310550
110166906,166906,프랑코 바레시,ICONTM_B,cb,,,122,0,0,42,1,4,176,70,27,/playersAction/p110166906.png?rd=202607310550
110167135,167135,카를루스 아우베르투,ICONTM_B,rb,,,120,0,0,41,1,4,180,76,54,/playersAction/p110167135.png?rd=202607310550
110167198,167198,에릭 칸토나,ICONTM_B,cf,,,121,0,0,43,1,5,188,89,18,/playersAction/p110167198.png?rd=202607310550
110167680,167680,로날트 쿠만,ICONTM_B,cb,,,120,0,0,41,1,3,181,82,34,/playersAction/p110167680.png?rd=202607310550
110168473,168473,베켄바워,ICONTM_B,cb,,,123,0,0,43,1,5,181,75,21,/playersAction/p110168473.png?rd=202607310550
110173731,173731,가레스 베일,ICONTM_B,lm,lw,,119,119,0,41,2,3,183,74,50,/playersAction/p110173731.png?rd=202607310550
110176676,176676,마르셀루,ICONTM_B,lb,,,120,0,0,42,2,5,174,75,54,/playersAction/p110176676.png?rd=202607310550
110182521,182521,토니 크로스,ICONTM_B,cm,,,120,0,0,42,1,5,183,78,21,/playersAction/p110182521.png?rd=202607310550
110190042,190042,마라도나,ICONTM_B,cam,cf,,124,124,0,43,2,3,165,70,52,/playersAction/p110190042.png?rd=202607310550
110190043,190043,펠레,ICONTM_B,cf,st,,124,124,0,44,1,5,172,68,54,/playersAction/p110190043.png?rd=202607310550
110190044,190044,보비 무어,ICONTM_B,cb,,,120,0,0,41,1,4,178,72,14,/playersAction/p110190044.png?rd=202607310550
110190045,190045,요한 크루이프,ICONTM_B,cf,,,123,0,0,43,1,5,180,71,34,/playersAction/p110190045.png?rd=202607310550
110190046,190046,소크라테스,ICONTM_B,cam,,,118,0,0,41,1,5,192,79,54,/playersAction/p110190046.png?rd=202607310550
110190048,190048,게르트 뮐러,ICONTM_B,st,,,123,0,0,44,1,5,176,74,21,/playersAction/p110190048.png?rd=202607310550
110190053,190053,페터 슈마이켈,ICONTM_B,gk,,,120,0,0,38,1,3,193,92,13,/playersAction/p110190053.png?rd=202607310550
110191189,191189,로타어 마테우스,ICONTM_B,cm,cam,cdm,123,122,122,43,1,5,174,70,21,/playersAction/p110191189.png?rd=202607310550
110191208,191208,차범근,ICONTM_B,st,,,120,0,0,42,1,5,179,78,167,/playersAction/p110191208.png?rd=202607310550
110191695,191695,부트라게뇨,ICONTM_B,st,,,119,0,0,41,1,5,168,68,45,/playersAction/p110191695.png?rd=202607310550
110192181,192181,마르코 반바스텐,ICONTM_B,st,,,123,0,0,44,1,5,188,78,34,/playersAction/p110192181.png?rd=202607310550
110192190,192190,둥가,ICONTM_B,cdm,,,120,0,0,42,1,4,177,75,54,/playersAction/p110192190.png?rd=202607310550
110214098,214098,프랑크 레이카르트,ICONTM_B,cdm,cm,,121,121,0,42,1,4,187,85,34,/playersAction/p110214098.png?rd=202607310550
110214100,214100,루드 굴리트,ICONTM_B,cf,cam,rw,122,122,122,44,1,5,191,88,34,/playersAction/p110214100.png?rd=202607310550
110214101,214101,파울루 푸트리,ICONTM_B,cam,lw,,117,117,0,40,2,5,175,74,38,/playersAction/p110214101.png?rd=202607310550
110214267,214267,게리 리네커,ICONTM_B,st,,,119,0,0,41,1,5,177,74,14,/playersAction/p110214267.png?rd=202607310550
110214649,214649,다보르 슈케르,ICONTM_B,st,,,116,0,0,40,2,5,183,78,10,/playersAction/p110214649.png?rd=202607310550
110215732,215732,올리버 비어호프,ICONTM_B,st,,,116,0,0,39,1,4,191,83,21,/playersAction/p110215732.png?rd=202607310550
